"နန္ဒဝန်ဈေး",96.176008,16.852129,"10,12,18,32"
"နယ်မြေရုံး",96.205727,16.789443,"4,8,31,34"
"နဝဒေး",96.152638,16.866879,"6,15,16,19,20,23,30"
"နဝရတ်",96.076037,16.97231,"40,42"
"နာရီစင်",96.181866,16.866176,"12,14,26,29,30"
"နိုင်ငံရေး",96.129552,16.938629,"35,37,41,44"
"နီလာ",96.143972,16.99277,"36"
"နေလ",96.303356,16.74151,"34"
"နွယ်ခွေ",96.13423,17.022154,"35,36,37,41,44"
"နွယ်သာဂီ",96.156623,16.909601,"2,15"
"နွားခြံ",96.091422,16.99431,"39,44"
"နှစ်ထပ်ကွေ့",96.473429,16.750715,"34"
"နှုတ်ခမ်းမွှေးသိုက်",96.232588,17.180237,"45"
"ပင်းယ",96.176045,16.85955,"6,12,18,30,32"
"ပဒုမ္မာ",96.08636,17.001461,"39,44"
"ပဒေသာ",96.183183,16.84163,"10,18,32"
"ပန်းခြံ",96.218709,16.851575,"3,6,7,17,42,44,60"
"ပန်းခြံကုန်း",96.131848,16.9111,"11,35,37,41"
"ပန်းဆိုးတန်း",96.163811,16.776767,"4,7,56,57,58"
"ပန်းဆိုးတန်း(ဆိပ်ကမ်းသာလမ်း)",96.162675,16.771765,"56"
"ပါဒကြီး",96.318591,16.656462,"33"
"ပါရမီ",96.180621,16.9313,"16"
"ပိတောက်ကွေ့",96.269383,16.827094,"3,4,5"
"ပိတောက်ချောင်း/သီရိမင်္ဂလာဈေးသစ်",96.112167,16.843268,"19,20,23,38,40"
"ပိတောက်လမ်း",96.101595,16.875683,"15,40,61"
"ပုဇွန်တောင်ဈေး",96.174337,16.781651,"5,24,26"
"ပုည",96.093371,16.978775,"39,44"
"ပုဏ္ဏမီ",96.176244,16.843463,"12,29,38"
"ပုလဲ",96.398242,16.755852,"34"
"ပုလဲမော်တော်ဆိပ်",96.39631,16.755811,"34"
"ပုလဲလမ်း",96.084341,16.944171,"40"
"ပုလဲလမ်းဆုံ",96.147276,16.981915,"36"
"ပုလဲအိမ်ယာ",96.147727,16.968842,"36"
"ပေါက်တောဝ",96.097787,16.884928,"15,22,40,61"
"ပေါ်ဆန်းမွှေး",96.202843,16.821374,"25,59"
"ပဲခူးကလပ်",96.14207,16.787286,"21,35,37,39"
"ပဲခူးလမ်း",96.038057,16.887079,"17,22,54"
"ပဲလှော်ဖို",96.323869,16.640715,"33"
"ပျဉ်းမကန်",96.413985,16.749489,"34"
"ပျော်ဘွယ်",96.082667,16.949138,"40"
"ပြည်တော်သာ",96.097528,16.900712,"21,40"
"ပြည်တော်သာ/(GTI)ထိပ်",96.09682,16.9014,"21,39"
"ပြည်ရိပ်မွန်",96.12581,16.82199,"11,22"
"ပွင့်ဦး",96.454625,16.747921,"34"
"ဖရဲခင်း",95.984581,17.175604,"55"
"ဖိနပ်စက်",95.997884,17.148787,"55"
"ဖိုက်စတား",96.438746,16.747921,"34"
"ဖိုးစိန်လမ်း",96.167793,16.800102,"8"
"ဖိုးမြေ",96.24652,16.761831,"32,33"
